584,1193,4.0,1273166475
2,266,5.0,835355586
274,342,3.5,1074104164
522,2706,3.0,1391353651
584,1196,3.5,1273166557
274,345,2.5,1074104302
2,272,3.0,835355767
83,2300,4.0,1156206206
453,1562,4.0,994622627
584,1197,5.0,1276156785
274,471,5.0,1074104142
453,1566,4.0,994621552
522,2710,1.0,1391354281
187,2078,3.5,1233448914
83,2302,4.0,1156207465
522,2716,4.0,1391351583
274,543,2.5,1074104236
83,2324,4.0,1156207385
187,2080,2.5,1233458858
584,1203,5.0,1273166595
371,587,4.0,1462741796
274,555,3.5,1074104991
453,1573,3.0,994621769
584,1206,1.5,1276157074
371,589,4.0,1462742520
187,2081,4.5,1233448953
584,1213,3.5,1273166604
83,2359,4.0,1156206335
453,1580,5.0,994622203
584,1214,4.0,1277759442
2,273,4.0,835355779
371,593,4.5,1462743140
274,608,5.0,1074105023
453,1610,2.0,994622160
371,1089,4.5,1462744064
453,1681,4.0,994622648
274,778,4.0,1074105201
2,292,3.0,835355492
371,1193,4.5,1462741757
453,1687,3.0,994622424
187,2082,5.0,1233517049
2,296,4.0,835355395
453,1792,4.0,994622424
2,300,3.0,835355532
187,2084,3.5,1237164292
371,1270,3.0,1462741750
83,2371,3.5,1156205549
2,314,4.0,835356044
83,2395,5.0,1156207378
371,1625,5.0,1462736680
522,2762,2.5,1391350294
187,2085,5.0,1241388033
274,866,3.5,1074105139
83,2406,4.0,1156205072
522,2959,3.5,1391346893
371,1645,4.5,1462747133
187,2096,3.5,1241415892
2,317,2.0,835355551
83,2502,5.0,1156205066
584,1258,3.0,1276157105
274,1089,4.0,1074105193
522,3039,3.5,1391353767
187,2124,4.0,1228073393
83,2571,1.0,1156205227
371,1653,2.5,1462741737
584,1270,3.5,1276156708
83,2599,4.0,1156205050
2,319,1.0,835355918
584,1527,3.5,1276156941
371,1721,5.0,1462734532
83,2700,4.5,1156205318
274,1199,4.0,1074104212
2,339,3.0,835355492
584,1573,3.5,1273564913
187,2132,4.0,1233449418
371,1835,3.5,1462744885
187,2136,2.5,1228071867
371,2000,4.0,1462745283
2,349,4.0,835355441
584,1580,4.0,1276156765
83,2716,4.0,1156206687
274,1215,4.0,1074105147
187,2146,3.0,1233449374
2,350,4.0,835355697
371,2001,4.0,1462745300
187,2181,4.0,1241416624
371,2028,4.0,1462745382
522,3173,4.0,1391354045
83,2791,5.0,1156205315
522,3174,3.5,1391374533
274,1241,4.0,1074105555
522,3178,3.5,1391346731
371,2058,4.0,1462869075
453,1801,5.0,994622529
274,1242,3.0,1074104223
83,2795,5.0,1156206643
2,356,3.0,835355628
453,1833,4.0,994622399
522,3273,3.0,1391352150
83,2804,4.5,1156206109
371,2324,3.5,1462733902
522,3301,3.0,1391354361
371,2542,4.5,1462743990
522,3409,2.5,1391353703
187,2231,3.5,1230360941
584,1608,2.5,1276157501
83,2858,4.0,1156206557
2,357,3.0,835355749
371,2571,5.0,1462734412
274,1449,4.0,1074105144
453,1882,2.0,994622002
522,3421,4.0,1391349743
584,1625,5.0,1273564789
274,1500,3.0,1074104718
187,2269,3.0,1241931401
522,3578,4.5,1391350163
274,1653,4.0,1074104999
584,1682,5.0,1271763182
371,2762,3.5,1462745838
522,3617,3.5,1391353692
453,1917,3.0,994621879
371,2858,4.0,1462742673
522,3623,1.5,1391354095
187,2316,4.0,1228071918
522,3752,4.0,1391374511
274,1676,3.0,1074104182
584,1704,5.0,1276156946
453,1918,5.0,994622399
2,364,3.0,835355604
274,1682,3.0,1074104722
83,2863,4.0,1156206361
371,2959,4.0,1462735589
2,367,3.0,835355619
187,2321,4.0,1230417276
274,1732,5.0,1074105318
584,1721,5.0,1276156769
371,3147,4.5,1462869292
83,2918,5.0,1156206548
274,2012,3.5,1074104140
371,3285,3.5,1462743093
584,2028,5.0,1271762702
2,370,2.0,835355932
522,3831,3.0,1391353853
274,2054,3.0,1074104312
371,3717,3.5,1462744841
453,2002,4.0,994622360
2,371,3.0,835355968
83,2997,5.0,1156206640
274,2268,2.0,1074104150
371,3753,4.0,1462745275
453,2006,3.0,994622258
522,3868,4.0,1391346636
274,2502,3.0,1074104860
83,3022,4.5,1156206330
584,2054,2.5,1276157271
522,3948,4.0,1391352784
274,2617,2.5,1074104277
83,3033,4.0,1156205312
187,2329,5.0,1228072229
584,2167,1.5,1271763401
274,2858,3.5,1074104867
453,2012,5.0,994621861
83,3037,4.0,1156206276
274,2890,4.5,1074104842
83,3044,4.0,1156206983
584,2329,4.0,1276157204
371,3785,3.5,1462746555
274,2959,4.0,1074104698
2,372,3.0,835356094
83,3087,3.5,1156205522
2,377,3.0,835355710
274,2997,3.5,1074105003
522,4019,4.0,1391346680
187,2356,4.0,1233450018
584,2355,3.5,1276157141
522,4022,2.5,1391375639
371,3863,3.5,1462746589
584,2541,1.0,1271763278
274,3265,3.5,1074105196
2,382,3.0,835356165
453,2028,3.0,994622141
371,3948,4.0,1462746403
522,4084,3.0,1391346772
453,2053,2.0,994622002
453,2153,2.0,994622692
483,4993,4.0,1465387337
318,1047,4.0,862903009
134,2692,4.5,1361246015
418,778,0.5,1132178665
624,97470,1.5,1433704214
134,2710,4.5,1361245914
48,34,3.0,1322169717
562,300,4.0,1167428894
235,4034,4.0,1113184803
418,780,4.5,1132178180
483,5378,0.5,1465387481
134,2716,4.5,1361244865
48,110,4.0,1319746142
418,783,3.5,1132180927
562,317,3.0,1167429068
318,1057,4.0,862903358
624,97742,1.5,1388835576
235,4040,3.0,1112684562
48,111,3.0,1439687078
483,5418,5.0,1465387372
418,805,4.0,1132176971
562,318,5.0,1167428239
624,97752,3.0,1392467584
134,2762,4.5,1361245343
483,5952,4.0,1465387315
318,1059,3.0,862902980
134,2791,4.5,1361244871
235,4225,4.5,1111625773
48,158,3.0,1322170542
418,1032,2.0,1132180821
318,1061,3.0,862902980
562,339,3.5,1167428854
624,97836,2.5,1387055788
418,1088,5.0,1132177250
483,6333,0.5,1465387491
235,4226,4.5,1113184683
48,163,3.5,1322170475
134,2797,3.5,1361245927
483,6365,0.5,1465387450
235,4239,4.0,1111625407
134,2804,4.5,1361245467
318,1133,3.0,862903604
562,344,3.0,1167428749
48,223,2.5,1322169932
483,7153,4.0,1465387316
562,353,4.5,1167429104
134,2858,4.0,1361245681
235,4246,5.0,1113185136
318,1210,1.0,862902803
562,356,4.0,1167428696
48,231,3.5,1322169695
418,1092,3.0,1132177216
624,97858,2.0,1387894354
483,7254,2.5,1465387440
134,2916,4.5,1361245911
318,1356,4.0,862902751
235,4306,4.5,1113184481
483,7438,1.0,1465387365
562,357,4.0,1167428810
483,8644,1.0,1465387424
48,288,3.5,1319744320
418,1240,2.5,1132178369
624,97860,2.5,1384612498
318,1363,3.0,862903194
134,2918,5.0,1361245273
483,8665,5.0,1465387402
235,4308,4.5,1113185418
318,1367,2.0,862902909
48,293,5.0,1305605384
562,364,4.5,1167428432
235,4326,3.5,1111625663
418,1380,3.5,1135031757
624,97870,4.0,1399232826
134,2947,4.5,1361244879
562,367,3.0,1167428792
483,8798,5.0,1465387557
318,1391,1.0,862902980
48,296,4.5,1410971707
134,2959,4.0,1361245193
418,1407,3.5,1135031771
235,4448,5.0,1111625302
624,97913,3.5,1394385374
134,2985,4.0,1361246745
562,377,4.0,1167428743
483,8874,4.0,1465387409
624,97921,4.0,1388249677
318,1393,4.0,862902858
418,1416,2.5,1132180298
48,344,3.5,1322169641
624,97923,3.5,1388565429
235,4464,4.0,1111558237
483,33166,3.0,1465387555
562,380,4.0,1167428721
48,356,4.0,1319744507
418,1446,3.5,1132179507
134,2987,4.5,1361245860
235,4563,3.5,1112684567
318,1416,2.0,862903099
48,364,4.0,1319745852
624,97936,3.0,1387643304
418,1527,3.5,1132178522
483,33493,1.0,1465387442
48,367,3.5,1322169697
235,4867,4.0,1112683808
134,2997,4.5,1361245214
483,33794,3.5,1465387349
562,410,3.5,1167428959
318,1429,5.0,862903267
134,3039,4.5,1361244850
235,4880,4.5,1111558319
48,480,3.5,1322167325
318,1432,4.0,862903428
418,1562,1.5,1135029619
562,420,3.5,1167429109
483,34405,0.5,1465387508
624,97938,3.0,1386269567
235,4963,4.5,1111558338
134,3052,4.0,1361246037
562,457,4.0,1167428707
48,501,3.5,1367466511
318,1438,4.0,862903267
418,1566,3.0,1132180897
483,39183,2.0,1465387583
235,4973,4.5,1113184957
134,3081,4.5,1361246463
318,1479,4.0,862903479
624,98154,3.5,1399742901
562,480,5.0,1167426630
235,4975,3.5,1111625566
48,527,4.5,1305604773
418,1580,4.0,1132178344
562,485,3.0,1167429343
318,1499,5.0,862903528
134,3095,3.0,1361245531
483,44195,3.0,1465387526
624,98160,1.5,1398082810
418,1645,3.5,1132180274
48,541,4.0,1322719227
483,45186,4.0,1465387595
319,11,4.0,834759704
235,4979,4.0,1113185409
134,3101,4.0,1361244178
624,98175,1.5,1384016631
483,48385,3.0,1465387476
235,4995,5.0,1111625398
48,562,3.5,1368072767
562,500,3.5,1167428780
319,17,3.0,834759756
483,49530,4.0,1465387470
134,3114,3.5,1361245129
418,1688,4.0,1132180783
624,98230,3.5,1377355019
319,39,3.0,834759561
235,5296,4.0,1112684000
48,593,3.5,1322169588
319,95,3.0,834759756
562,527,4.0,1167428732
624,98243,2.5,1384026816
134,3175,4.5,1361244157
483,53125,2.5,1465387467
418,1704,3.5,1132178537
562,539,4.0,1167428807
235,5349,4.5,1111625384
48,595,3.5,1322169669
319,110,4.0,834759497
134,3253,4.0,1361246747
483,54286,4.0,1465387344
624,98279,3.0,1371921150
562,541,4.0,1167428281
235,5377,5.0,1111625591
319,141,5.0,834759756
483,56782,5.0,1465389576
418,1721,4.5,1132178349
235,5418,4.5,1111625388
48,648,3.5,1322169653
134,3471,4.5,1361245249
319,153,4.0,834759426
48,673,3.0,1322170930
483,58559,4.0,1465387310
319,196,4.0,834759704
235,5419,4.0,1112684539
562,553,4.0,1167429112
134,3476,4.5,1361246347
483,59315,5.0,1465387351
624,98296,1.5,1367270204
418,1722,3.0,1132177114
48,741,4.0,1414562221
134,3499,4.0,1361245185
235,5445,5.0,1111557956
319,253,3.0,834759479
562,555,4.0,1167429211
418,1835,4.0,1132180632
483,59615,3.5,1465387530
562,586,3.5,1167428873
624,98585,3.0,1398539219
48,778,4.5,1305605614
134,3527,4.5,1361245137
483,60040,5.0,1465387593
319,316,4.0,834759445
418,1882,3.5,1132180397
48,784,2.5,1419495810
235,5679,4.5,1111625786
624,98809,2.5,1451566774
562,589,5.0,1167426657
134,3534,5.0,1361244428
483,63113,4.0,1465387533
319,344,3.0,834759426
562,590,4.0,1167428716
48,858,4.0,1367729182
418,1923,2.5,1132178542
235,5989,4.0,1111625410
624,98836,2.0,1393782241
319,349,3.0,834759426
134,3546,4.5,1361246695
319,356,3.0,834759671
48,924,4.5,1425959805
483,68237,3.5,1465389578
562,592,4.5,1167428526
319,380,3.0,834759389
134,3552,4.5,1361246993
235,6187,5.0,1111558545
562,593,5.0,1167426702
418,1961,3.5,1132178483
483,68358,1.0,1465387357
624,98908,1.5,1369655614
319,435,2.0,834759633
48,1097,3.5,1322169711
134,3578,3.0,1361245074
235,6503,3.0,1111558210
418,2080,3.5,1132180739
562,597,4.5,1167428775
48,1127,3.5,1319745467
624,98961,4.0,1393149574
483,69481,5.0,1465387515
562,608,4.5,1167428740
134,3623,4.0,1361245997
319,480,4.0,834759730
562,678,3.5,1167429832
235,6596,4.0,1112684315
418,2167,3.5,1132180257
624,99005,1.5,1396094584
48,1148,3.5,1318721589
319,553,3.0,834759671
483,70286,5.0,1465387373
624,99106,2.5,1391960604
134,3671,4.5,1361244873
562,733,4.0,1167428488
418,2324,4.5,1132179425
48,1175,4.0,1305602381
483,71535,3.5,1465387414
235,6708,5.0,1111625585
562,736,3.5,1167428767
134,3676,4.5,1361246392
235,6879,3.5,1111558305
418,2470,3.0,1142087569
319,589,3.0,834759802
483,72641,0.5,1465387496
48,1185,4.0,1303371127
134,3702,4.5,1361246719
624,99112,2.5,1377355043
562,778,4.0,1167429026
48,1206,3.5,1316496812
319,592,3.0,834759389
235,6942,4.5,1111558343
483,73321,4.0,1465387552
418,2471,3.5,1142087572
48,1214,3.5,1322169763
134,3703,5.0,1361245175
562,780,4.0,1167426626
418,2571,4.0,1132178269
483,77561,4.0,1465387426
235,8360,4.5,1111625506
624,99114,3.0,1356183614
319,593,4.0,834759479
48,1222,3.5,1322167612
134,3751,3.5,1361246024
235,8368,4.5,1111625480
562,784,3.0,1167429166
483,79132,3.5,1465387335
48,1240,3.5,1410971787
418,2572,5.0,1132177302
624,99117,2.0,1393156808
320,296,4.5,1424366551
562,786,3.5,1167429007
320,318,4.0,1424366411
624,99415,2.0,1395502530
320,356,4.0,1424366509
235,8529,4.0,1111624869
562,858,4.0,1167428653
48,1258,4.0,1322169973
320,527,4.0,1424366416
134,3793,4.5,1361245788
624,99574,3.0,1411853981
483,82459,4.0,1465387517
235,8636,4.5,1111625558
418,2617,4.0,1132180586
418,2687,5.0,1132180707
624,99728,2.5,1391943738
235,8784,5.0,1111625700
134,3868,4.5,1361246775
483,88129,4.5,1465387501
562,1036,4.5,1167428310
320,541,5.0,1424366884
418,2701,1.0,1132177294
48,1270,3.5,1322169645
483,88140,5.0,1465387474
134,3948,3.5,1361246072
48,1274,3.5,1318721485
320,904,4.5,1424366807
624,99846,3.0,1361017948
562,1073,4.5,1167428813
235,8970,4.5,1111625624
483,88744,5.0,1465387471
418,2706,4.0,1132178674
235,8981,4.5,1111625696
320,908,4.0,1424366936
562,1089,5.0,1167428965
624,99992,3.0,1374953846
418,2762,3.5,1132178322
48,1293,4.0,1412452845
483,90405,2.5,1465387560
562,1092,4.0,1167429422
235,30825,4.0,1111625295
48,1407,2.5,1412457717
320,912,5.0,1424366786
418,3155,3.5,1132178687
624,100226,1.5,1396794908
134,3977,3.0,1361246008
562,1097,4.5,1167428796
483,91500,3.0,1465387380
418,3408,4.0,1132178769
320,924,3.5,1424366900
483,93840,3.5,1465387547
624,100304,3.0,1391975427
236,6,3.0,1109968623
418,3452,4.5,1132696245
48,1485,3.5,1322170149
134,4011,4.0,1361245126
562,1101,4.0,1167429010
624,100326,2.5,1401914096
320,1172,5.0,1424366533
483,96079,4.0,1465387431
236,7,3.5,1109968699
418,3512,3.0,1132696659
624,100390,1.5,1394367924
134,4027,5.0,1361245134
562,1196,5.0,1167428244
418,3578,4.5,1132178477
48,1499,2.5,1412471587
320,1206,4.5,1424366734
483,96610,4.0,1465387452
236,10,3.0,1109969756
562,1197,5.0,1167428254
624,100487,2.0,1392480189
483,102125,4.0,1465387458
134,4034,4.0,1361245994
418,3717,5.0,1132179839
48,1527,3.5,1322169801
320,1704,4.0,1424366430
236,30,4.5,1109969948
483,102445,0.5,1465387478
562,1198,5.0,1167428242
624,100498,1.5,1395514136
236,32,4.0,1109968555
418,3744,3.0,1132696257
134,4128,4.5,1361246435
48,1544,3.5,1322167341
483,103228,3.0,1465387553
320,2010,4.0,1424366898
624,101025,2.5,1399469265
562,1208,4.0,1167429012
48,1580,3.5,1322167292
236,47,2.5,1109968576
418,3825,5.0,1132179861
48,1591,3.0,1322171839
134,4226,5.0,1361245237
483,106100,4.0,1465387484
320,2324,3.5,1424366498
624,101283,2.5,1394918217
48,1676,3.0,1419495799
562,1210,5.0,1167426710
236,111,4.5,1109968034
418,3999,3.5,1132696472
624,101360,1.5,1415532900
134,4262,4.0,1361245147
483,106487,3.0,1465387421
320,2571,4.5,1424366427
418,4018,3.5,1132696889
48,1682,3.5,1322169947
562,1213,4.5,1167428942
236,260,3.0,1109968540
134,4306,4.0,1361244845
624,101415,1.5,1377355598
483,106782,4.5,1465387366
236,273,2.0,1109968457
48,1721,4.0,1322169693
320,2762,3.5,1424366433
624,101529,2.0,1401540479
134,4343,5.0,1361244590
562,1215,5.0,1167428438
418,4034,1.5,1132176929
320,2858,3.0,1424366512
483,111362,4.5,1465387413
236,296,3.0,1109968527
418,4054,3.5,1132697000
624,101577,1.0,1399147624
483,111759,5.0,1465387382
48,1732,3.5,1318725610
320,3147,3.5,1424366522
562,1220,3.5,1167429020
134,4427,4.5,1361245417
418,4069,3.5,1132696986
236,364,3.0,1109968579
320,3578,3.5,1460751890
624,101612,2.0,1408818164
483,112852,3.5,1465387362
320,4226,4.0,1424366793
48,1784,4.5,1305604618
562,1221,4.0,1167428911
134,4720,4.5,1361246288
418,4085,3.5,1132177360
236,431,4.0,1109966648
624,101864,2.0,1400416461
483,115149,4.0,1465387563
418,4090,2.5,1132180919
320,4306,3.5,1460751884
48,1882,3.0,1322171335
134,4833,4.5,1361246390
236,480,3.0,1109968531
320,4343,2.0,1460752160
562,1240,4.0,1167428346
483,116823,3.0,1465387498
624,101884,1.5,1378633987
418,4155,3.0,1132697467
48,1884,4.5,1305605225
134,4878,4.5,1361245165
236,500,2.5,1109968588
320,4643,3.5,1460752010
418,4161,2.5,1132696267
624,101895,4.0,1409509515
562,1246,4.5,1167429075
134,4886,3.0,1361244834
48,1917,3.5,1322169954
483,122886,0.5,1465387346
320,4874,3.5,1460752076
48,1921,4.0,1305604875
418,4232,2.0,1132696413
624,102033,3.0,1408300457
236,527,3.5,1109968548
562,1261,4.0,1167428399
134,4896,4.0,1361246057
483,122900,5.0,1465387486
562,1265,4.0,1167428846
320,4886,3.5,1460751896
48,1923,3.5,1319744666
624,102123,4.0,1401540496
483,122904,1.5,1465387448
134,4963,4.5,1361245862
418,4246,2.5,1132177315
48,1997,3.5,1322167149
236,541,4.5,1109968643
562,1266,4.0,1167429308
320,4973,3.5,1424366500
418,4254,3.5,1142087561
624,102125,3.0,1380312379
320,5445,4.0,1460751904
236,588,3.5,1109969735
48,2006,3.0,1322170564
134,4973,5.0,1361245145
562,1270,3.5,1167426685
484,1,3.0,851345204
236,590,3.0,1109968536
484,3,4.0,851345272
418,4270,3.5,1132180575
624,102165,2.0,1396789784
48,2167,3.5,1322170785
562,1291,5.0,1167428257
320,5881,3.0,1460752293
236,593,4.0,1109968524
484,17,5.0,851345205
320,5945,3.5,1460752129
562,1307,4.0,1167428937
624,102278,2.0,1442492538
